black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black
black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,doorOpen1,doorOpen2,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,doorOpen3,doorOpen4,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,sol,black,black
black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black
black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black
